"Acceptor concentration [cm-3]","Jn [A cm-2]:0","Jn [A cm-2]:1","Jn [A cm-2]:2","ArsenicActiveConcentration","BoronActiveConcentration","Conduction band level [eV]","Donor concentration [cm-3]","Dopant concentration [cm-3]","DopingConcentration","Electron Mobility [cm2 s-1 V-1]","Electron density [cm-3]","Electron quasi fermi band level [eV]","Electron quasi fermi potential [V]","Electrostatic potential [V]","G Impact ionization [cm-3 s-1]","GR Auger [cm-3 s-1]","GR Srh [cm-3 s-1]","Hole Mobility [cm2 s-1 V-1]","Hole density [cm-3]","Hole quasi fermi band level [eV]","Hole quasi fermi potential [V]","Middle band level [eV]","PhosphorusActiveConcentration","Space Charge [cm-3]","Valence band level [eV]","Jp [A cm-2]:0","Jp [A cm-2]:1","Jp [A cm-2]:2","Electron Avalanche field [V cm-1]","Hole Avalanche field [V cm-1]","Stabi X","Stabi Y","Stabi Z","Electric field [V cm-1]:0","Electric field [V cm-1]:1","Electric field [V cm-1]:2","Electron velocity [cm s-1]:0","Electron velocity [cm s-1]:1","Electron velocity [cm s-1]:2","Grad Electron quasi fermi potential [V cm]:0","Grad Electron quasi fermi potential [V cm]:1","Grad Electron quasi fermi potential [V cm]:2","Grad Hole quasi fermi potential [V cm]:0","Grad Hole quasi fermi potential [V cm]:1","Grad Hole quasi fermi potential [V cm]:2","Hole velocity [cm s-1]:0","Hole velocity [cm s-1]:1","Hole velocity [cm s-1]:2","Jn element [A cm-2]:0","Jn element [A cm-2]:1","Jn element [A cm-2]:2","Jp element [A cm-2]:0","Jp element [A cm-2]:1","Jp element [A cm-2]:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0000000000e+17,-4.5409386018e+01,8.5127312298e+01,-3.3026731458e+04,7.1511936233e+17,1.0000000000e+17,1.4495879027e-01,7.1511936233e+17,6.1511936233e+17,6.1511936233e+17,1.4169997992e+03,5.8513984088e+17,4.3162352451e-02,9.8764754855e-04,4.6149120973e-01,0.0000000000e+00,0.0000000000e+00,-9.0018013581e+20,4.7049997786e+02,2.7434351132e+15,-7.3911875011e-01,7.8326875011e-01,-4.1734120973e-01,0.0000000000e+00,0.0000000000e+00,-9.7964120973e-01,1.3606951511e+00,-2.3579790391e+00,-1.0223097500e+03,2.6430303612e+02,4.5979243505e+03,-1.1360204173e-02,-3.6790683928e-02,5.9039169248e-01,1.3530698651e+03,-3.9236735354e+02,3.1209764325e+03,1.1716346117e+03,-9.4162236180e+02,3.7451438577e+05,8.2684164551e-01,-6.6451825110e-01,2.6430090739e+02,-1.4417807572e+01,1.3763460038e+01,4.5978811454e+03,-6.7835784626e+03,6.4757079479e+03,2.1633030789e+06,-1.0620866815e+02,8.5358059542e+01,-3.3949726065e+04,3.0382060497e+00,-2.9003180507e+00,-9.6889282520e+02,1,4.5714285225e-02,5.0000000745e-02,5.0000000745e-02,4.5714285225e-02
1.0000000000e+17,-4.2659757722e+01,8.1679291245e+01,-3.3004216319e+04,6.9334737295e+17,1.0000000000e+17,1.4585049847e-01,6.9334737295e+17,5.9334737295e+17,5.9334737295e+17,1.4169997992e+03,5.6358870982e+17,4.3086837852e-02,1.0631621481e-03,4.6059950153e-01,0.0000000000e+00,0.0000000000e+00,-9.7758827423e+20,4.7049997786e+02,2.9851301146e+15,-7.4043243139e-01,7.8458243139e-01,-4.1644950153e-01,0.0000000000e+00,0.0000000000e+00,-9.7874950153e-01,1.2799113482e+00,-2.2506210721e+00,-1.0229767568e+03,2.6430303612e+02,4.5979243505e+03,-1.1360204173e-02,-3.6790683928e-02,5.9039169248e-01,1.3530698651e+03,-3.9236735354e+02,3.1209764325e+03,1.1716346117e+03,-9.4162236180e+02,3.7451438577e+05,8.2684164551e-01,-6.6451825110e-01,2.6430090739e+02,-1.4417807572e+01,1.3763460038e+01,4.5978811454e+03,-6.7835784626e+03,6.4757079479e+03,2.1633030789e+06,-1.0620866815e+02,8.5358059542e+01,-3.3949726065e+04,3.0382060497e+00,-2.9003180507e+00,-9.6889282520e+02,1,4.8571430147e-02,5.0000000745e-02,5.0000000745e-02,4.8571430147e-02
1.0000000000e+17,-4.0004027070e+01,7.8453587204e+01,-3.2979709275e+04,6.7097989222e+17,1.0000000000e+17,1.4681182535e-01,6.7097989222e+17,5.7097989222e+17,5.7097989222e+17,1.4169997992e+03,5.4145454246e+17,4.3007923621e-02,1.1420763792e-03,4.5963817465e-01,0.0000000000e+00,0.0000000000e+00,-1.0604773707e+21,4.7049997786e+02,3.2459139302e+15,-7.4163697689e-01,7.8578697689e-01,-4.1548817465e-01,0.0000000000e+00,0.0000000000e+00,-9.7778817465e-01,1.2058920837e+00,-2.1511800886e+00,-1.0235904871e+03,2.8810077640e+02,3.8339659727e+03,-8.5771297335e-03,-1.9545846805e-02,5.1148008789e-01,1.3423531584e+03,-4.1143606751e+02,3.6083154100e+03,1.2283287482e+03,-7.2409768232e+02,4.0823631005e+05,8.6685162191e-01,-5.1100753869e-01,2.8809901909e+02,-1.0844252254e+01,7.8107915343e+00,3.8339426800e+03,-5.1022206857e+03,3.6749774169e+03,1.8038700309e+06,-1.0227597665e+02,6.0291512148e+01,-3.3991524966e+04,2.7501492455e+00,-1.9808504949e+00,-9.7230443571e+02,1,5.1428571343e-02,5.0000000745e-02,5.0000000745e-02,5.1428571343e-02
1.0000000000e+17,-3.7442184043e+01,7.5450192742e+01,-3.2953210369e+04,6.4801689753e+17,1.0000000000e+17,1.4784277187e-01,6.4801689753e+17,5.4801689753e+17,5.4801689753e+17,1.4169997992e+03,5.1873731350e+17,4.2925609663e-02,1.2243903367e-03,4.5860722813e-01,0.0000000000e+00,0.0000000000e+00,-1.1488475131e+21,4.7049997786e+02,3.5257868316e+15,-7.4273238845e-01,7.8688238845e-01,-4.1445722813e-01,0.0000000000e+00,0.0000000000e+00,-9.7675722813e-01,1.1386370638e+00,-2.0596558451e+00,-1.0241509398e+03,2.8810182682e+02,3.8339677780e+03,-4.0163234614e-02,-8.6410971675e-03,5.3610637070e-01,4.2165009234e+02,-1.3321391335e+03,3.6083154100e+03,1.5694242254e+02,-1.7954840080e+03,4.0823631005e+05,1.1075682607e-01,-1.2671023345e+00,2.8809901909e+02,-6.2907314599e+00,1.2364312329e+01,3.8339426800e+03,-2.9597891519e+03,5.8174089507e+03,1.8038700309e+06,-1.2753421126e+01,1.4590423233e+02,-3.3174010550e+04,1.6647622787e+00,-3.2720584081e+00,-1.0146042941e+03,1,5.4285712540e-02,5.0000000745e-02,5.0000000745e-02,5.4285712540e-02
1.0000000000e+17,-3.4875179395e+01,7.2620486463e+01,-3.2924011309e+04,6.2483284173e+17,1.0000000000e+17,1.4891919249e-01,6.2483284173e+17,5.2483284173e+17,5.2483284173e+17,1.4169997992e+03,4.9581120252e+17,4.2840631116e-02,1.3093688839e-03,4.5753080751e-01,0.0000000000e+00,0.0000000000e+00,-1.2414806330e+21,4.7049997786e+02,3.8211675815e+15,-7.4377225524e-01,7.8792225524e-01,-4.1338080751e-01,0.0000000000e+00,0.0000000000e+00,-9.7568080751e-01,1.0727461601e+00,-1.9750619104e+00,-1.0247247038e+03,3.1794451485e+02,3.2118433044e+03,-1.9068686224e-02,-7.1041966931e-03,4.5604717225e-01,4.4131424265e+02,-1.3241432218e+03,4.1176084608e+03,-4.5886655452e+00,-2.0544643295e+03,4.5052269319e+05,-3.2382960799e-03,-1.4498689693e+00,3.1794120902e+02,-3.4921977749e+00,1.0105789696e+01,3.2118255073e+03,-1.6430790531e+03,4.7547740517e+03,1.5111639012e+06,3.3704734484e-01,1.5090481982e+02,-3.3091859939e+04,1.1051121775e+00,-3.1979950665e+00,-1.0163878763e+03,1,5.7142857462e-02,5.0000000745e-02,5.0000000745e-02,5.7142857462e-02
1.0000000000e+17,-3.2296819791e+01,7.0172902282e+01,-3.2888872239e+04,6.0116256379e+17,1.0000000000e+17,1.5009565123e-01,6.0116256379e+17,5.0116256379e+17,5.0116256379e+17,1.4169997992e+03,4.7242565508e+17,4.2749790823e-02,1.4002091765e-03,4.5635434877e-01,0.0000000000e+00,0.0000000000e+00,-1.3434919027e+21,4.7049997786e+02,4.1506643237e+15,-7.4468991914e-01,7.8883991914e-01,-4.1220434877e-01,0.0000000000e+00,0.0000000000e+00,-9.7450434877e-01,1.0098563129e+00,-1.9057148097e+00,-1.0253277432e+03,3.1794454659e+02,3.2118430806e+03,2.3787634536e-03,-7.3918931894e-03,4.7451557683e-01,-1.3216380997e+03,-1.3241432218e+03,4.1176084608e+03,2.0134663810e+02,-2.0544643295e+03,4.5052269319e+05,1.4209360487e-01,-1.4498689693e+00,3.1794120902e+02,-3.2799146716e+00,1.0105789680e+01,3.2118255073e+03,-1.5431998530e+03,4.7547740445e+03,1.5111639012e+06,-1.4468124049e+01,1.4762722166e+02,-3.2373116698e+04,1.0784665856e+00,-3.3228780571e+00,-1.0560782323e+03,1,5.9999998659e-02,5.0000000745e-02,5.0000000745e-02,5.9999998659e-02
1.0000000000e+17,-2.9685077126e+01,6.7762062360e+01,-3.2852068930e+04,5.7746189927e+17,1.0000000000e+17,1.5129121281e-01,5.7746189927e+17,4.7746189927e+17,4.7746189927e+17,1.4169997992e+03,4.4901855934e+17,4.2657614130e-02,1.4923858699e-03,4.5515878719e-01,0.0000000000e+00,0.0000000000e+00,-1.4475970796e+21,4.7049997786e+02,4.4882742527e+15,-7.4558911026e-01,7.8973911026e-01,-4.1100878719e-01,0.0000000000e+00,0.0000000000e+00,-9.7330878719e-01,9.4657256848e-01,-1.8380792361e+00,-1.0259538792e+03,3.5536151609e+02,2.6945701380e+03,1.1183609446e-03,-6.5023063082e-03,3.9708893739e-01,-1.3118639706e+03,-1.3150576432e+03,4.6524400825e+03,-1.9133736920e+02,-2.5201345073e+03,5.0354092556e+05,-1.3502990063e-01,-1.7785000051e+00,3.5535703992e+02,-1.5287080209e+00,8.8380302291e+00,2.6945552102e+03,-7.1925712384e+02,4.1582932228e+03,1.2677882264e+06,1.2221529630e+01,1.6097168410e+02,-3.2163295478e+04,6.0014373712e-01,-3.4696543865e+00,-1.0578347281e+03,1,6.2857143581e-02,5.0000000745e-02,5.0000000745e-02,6.2857143581e-02
1.0000000000e+17,-2.6839674763e+01,6.5608502339e+01,-3.2803616632e+04,5.5354879198e+17,1.0000000000e+17,1.5262048089e-01,5.5354879198e+17,4.5354879198e+17,4.5354879198e+17,1.4169997992e+03,4.2546088594e+17,4.2556083606e-02,1.5939163938e-03,4.5382951911e-01,0.0000000000e+00,0.0000000000e+00,-1.5663584826e+21,4.7049997786e+02,4.8826728442e+15,-7.4635898273e-01,7.9050898273e-01,-4.0967951911e-01,0.0000000000e+00,0.0000000000e+00,-9.7197951911e-01,8.8053212540e-01,-1.7824261680e+00,-1.0267416757e+03,3.5535910207e+02,2.6945670297e+03,-8.1653301673e-03,4.1768190641e-03,3.8234700042e-01,-4.7182578835e+02,1.3235537511e+03,4.6524400825e+03,-1.5750116741e+03,-6.7978460487e+02,5.0354092556e+05,-1.1115114143e+00,-4.7973507754e-01,3.5535703992e+02,6.2014229876e+00,5.0238594944e+00,2.6945552102e+03,2.9177695157e+03,2.3637258921e+03,1.2677882264e+06,1.0306570550e+02,4.4483784495e+01,-3.2950740362e+04,-2.3426902842e+00,-1.8978461637e+00,-1.0179128764e+03,1,6.5714284778e-02,5.0000000745e-02,5.0000000745e-02,6.5714284778e-02
1.0000000000e+17,-2.3994272927e+01,6.3454938605e+01,-3.2755164458e+04,5.2963569212e+17,1.0000000000e+17,1.5394974872e-01,5.2963569212e+17,4.2963569212e+17,4.2963569212e+17,1.4169997992e+03,4.0190321683e+17,4.2454553082e-02,1.6954469176e-03,4.5250025128e-01,0.0000000000e+00,0.0000000000e+00,-1.6851198714e+21,4.7049997786e+02,5.2770713879e+15,-7.4712885520e-01,7.9127885520e-01,-4.0835025128e-01,0.0000000000e+00,0.0000000000e+00,-9.7065025128e-01,8.1449169306e-01,-1.7267730241e+00,-1.0275294680e+03,3.5535910207e+02,2.6945670297e+03,-8.1653301673e-03,4.1768190641e-03,3.8234700042e-01,-4.7182578835e+02,1.3235537511e+03,4.6524400825e+03,-1.5750116741e+03,-6.7978460487e+02,5.0354092556e+05,-1.1115114143e+00,-4.7973507754e-01,3.5535703992e+02,6.2014229876e+00,5.0238594944e+00,2.6945552102e+03,2.9177695157e+03,2.3637258921e+03,1.2677882264e+06,1.0306570550e+02,4.4483784495e+01,-3.2950740362e+04,-2.3426902842e+00,-1.8978461637e+00,-1.0179128764e+03,1,6.8571425974e-02,5.0000000745e-02,5.0000000745e-02,6.8571425974e-02
1.0000000000e+17,-2.0580275036e+01,6.1462498063e+01,-3.2689360293e+04,5.0589878962e+17,1.0000000000e+17,1.5542944377e-01,5.0589878962e+17,4.0589878962e+17,4.0589878962e+17,1.4169997992e+03,3.7864287278e+17,4.2340415721e-02,1.8095842791e-03,4.5102055623e-01,0.0000000000e+00,0.0000000000e+00,-1.8226928383e+21,4.7049997786e+02,5.7515634664e+15,-7.4778185381e-01,7.9193185381e-01,-4.0687055623e-01,0.0000000000e+00,0.0000000000e+00,-9.6917055623e-01,7.3520848190e-01,-1.6794452608e+00,-1.0286497964e+03,4.0242510994e+02,2.2582296566e+03,-7.8489982448e-03,2.5377260370e-03,3.1509903920e-01,-4.9455626601e+02,1.3138143651e+03,5.2140214902e+03,-2.3831900421e+03,-3.4283564602e+02,5.7023129766e+05,-1.6818560636e+00,-2.4194470432e-01,4.0242152270e+02,6.1825887850e+00,3.0194471636e+00,2.2582191746e+03,2.9089080233e+03,1.4206498905e+03,1.0624921216e+06,1.3707593120e+02,1.9719164060e+01,-3.2798469591e+04,-2.7932382070e+00,-1.3641591694e+00,-1.0202431858e+03,1,7.1428574622e-02,5.0000000745e-02,5.0000000745e-02,7.1428574622e-02
1.0000000000e+17,-1.7128377300e+01,5.9480806396e+01,-3.2622399495e+04,4.8217369953e+17,1.0000000000e+17,1.5691916333e-01,4.8217369953e+17,3.8217369953e+17,3.8217369953e+17,1.4169997992e+03,3.5540241520e+17,4.2225438210e-02,1.9245617902e-03,4.4953083667e-01,0.0000000000e+00,0.0000000000e+00,-1.9615195441e+21,4.7049997786e+02,6.2313938647e+15,-7.4842705891e-01,7.9257705891e-01,-4.0538083667e-01,0.0000000000e+00,0.0000000000e+00,-9.6768083667e-01,6.5504257122e-01,-1.6326726896e+00,-1.0297922910e+03,4.0242510994e+02,2.2582296566e+03,-7.8489982448e-03,2.5377260370e-03,3.1509903920e-01,-4.9455626601e+02,1.3138143651e+03,5.2140214902e+03,-2.3831900421e+03,-3.4283564602e+02,5.7023129766e+05,-1.6818560636e+00,-2.4194470432e-01,4.0242152270e+02,6.1825887850e+00,3.0194471636e+00,2.2582191746e+03,2.9089080233e+03,1.4206498905e+03,1.0624921216e+06,1.3707593120e+02,1.9719164060e+01,-3.2798469591e+04,-2.7932382070e+00,-1.3641591694e+00,-1.0202431858e+03,1,7.4285715818e-02,5.0000000745e-02,5.0000000745e-02,7.4285715818e-02
1.0000000000e+17,-1.2815128668e+01,5.7733726708e+01,-3.2537282986e+04,4.5887876105e+17,1.0000000000e+17,1.5853389876e-01,4.5887876105e+17,3.5887876105e+17,3.5887876105e+17,1.4169997992e+03,3.3276120276e+17,4.2097715997e-02,2.0522840035e-03,4.4791610124e-01,0.0000000000e+00,0.0000000000e+00,-2.1175026265e+21,4.7049997786e+02,6.7958901601e+15,-7.4899272641e-01,7.9314272641e-01,-4.0376610124e-01,0.0000000000e+00,0.0000000000e+00,-9.6606610124e-01,5.4837364024e-01,-1.5950048442e+00,-1.0313636789e+03,4.6190436871e+02,1.8870554321e+03,-8.0774207962e-03,8.3323245955e-04,2.5605928756e-01,-5.1580488339e+02,1.3012551947e+03,5.7974289222e+03,-3.7357744281e+03,2.7766914324e+02,6.5450777020e+05,-2.6363969147e+00,1.9595564096e-01,4.6189680324e+02,6.5944765137e+00,9.7737822076e-01,1.8870436565e+03,3.1027011997e+03,4.5985645287e+02,8.8785404039e+05,1.8602898330e+02,-1.3826988059e+01,-3.2592282375e+04,-3.5770078557e+00,-5.3015422322e-01,-1.0235793500e+03,1,7.7142857015e-02,5.0000000745e-02,5.0000000745e-02,7.7142857015e-02
1.0000000000e+17,-8.2147624160e+00,5.6064851606e+01,-3.2446114588e+04,4.3572720604e+17,1.0000000000e+17,1.6019030606e-01,4.3572720604e+17,3.3572720604e+17,3.3572720604e+17,1.4169997992e+03,3.1031973830e+17,4.1965745558e-02,2.1842544422e-03,4.4625969394e-01,0.0000000000e+00,0.0000000000e+00,-2.2792044897e+21,4.7049997786e+02,7.3886083690e+15,-7.4953188143e-01,7.9368188143e-01,-4.0210969394e-01,0.0000000000e+00,0.0000000000e+00,-9.6440969394e-01,4.3287036794e-01,-1.5603719365e+00,-1.0330780309e+03,4.6190248628e+02,1.8870581154e+03,-5.2940928278e-03,-7.0481963312e-03,2.4357044039e-01,1.3078478616e+03,-5.0072451248e+02,5.7974289222e+03,2.8227891315e+03,-1.6041326723e+03,6.5450777020e+05,1.9920883073e+00,-1.1320625775e+00,4.6189680324e+02,-6.5236596718e+00,3.4657432714e+00,1.8870436565e+03,-3.0693818756e+03,1.6306322092e+03,8.8785404039e+05,-1.4636947351e+02,8.3178744053e+01,-3.3938049662e+04,3.3889114932e+00,-1.8003847221e+00,-9.8028166053e+02,1,7.9999998212e-02,5.0000000745e-02,5.0000000745e-02,7.9999998212e-02
1.0000000000e+17,-2.5437564500e+00,5.4957338419e+01,-3.2337925143e+04,4.1308477158e+17,1.0000000000e+17,1.6194140838e-01,4.1308477158e+17,3.1308477158e+17,3.1308477158e+17,1.4169997992e+03,2.8859218943e+17,4.1821651838e-02,2.3283481623e-03,4.4450859162e-01,0.0000000000e+00,0.0000000000e+00,-2.4541339539e+21,4.7049997786e+02,8.0650587993e+15,-7.5002019106e-01,7.9417019106e-01,-4.0035859162e-01,0.0000000000e+00,0.0000000000e+00,-9.6265859162e-01,2.7475688244e-01,-1.5462446563e+00,-1.0352771571e+03,5.3734115352e+02,1.5706916719e+03,-5.5028449696e-03,-8.2049193984e-03,1.9547689331e-01,1.2959705519e+03,-5.2611200383e+02,6.3866436569e+03,3.9585458251e+03,-2.6173460324e+03,7.6139762571e+05,2.7936103212e+00,-1.8471037631e+00,5.3733071680e+02,-6.7037707648e+00,4.2266333684e+00,1.5706716789e+03,-3.1541241448e+03,1.9886309998e+03,7.3900102495e+05,-1.7566297658e+02,1.1614638686e+02,-3.3787501573e+04,4.1996226382e+00,-2.6478031246e+00,-9.8395792035e+02,1,8.2857139409e-02,5.0000000745e-02,5.0000000745e-02,8.2857139409e-02
1.0000000000e+17,3.9599980814e+00,5.4286437350e+01,-3.2216496800e+04,3.9083826627e+17,1.0000000000e+17,1.6376616730e-01,3.9083826627e+17,2.9083826627e+17,2.9083826627e+17,1.4169997992e+03,2.6741985590e+17,4.1668128465e-02,2.4818715349e-03,4.4268383270e-01,0.0000000000e+00,0.0000000000e+00,-2.6393520627e+21,4.7049997786e+02,8.8066364145e+15,-7.5046895530e-01,7.9461895530e-01,-3.9853383270e-01,0.0000000000e+00,0.0000000000e+00,-9.6083383270e-01,8.3501237962e-02,-1.5480661373e+00,-1.0378533360e+03,5.3735159477e+02,1.5706987670e+03,-6.9972882349e-03,-6.5568181984e-03,2.0551037938e-01,5.4870704157e+02,-1.2733755142e+03,6.3866436569e+03,-1.3478682130e+02,-6.7106786788e+03,7.6139762571e+05,-9.5121257093e-02,-4.7358353414e+00,5.3733071680e+02,-1.9045422255e+00,9.0258619181e+00,1.5706716790e+03,-8.9608711711e+02,4.2466680325e+03,7.3900102495e+05,5.7268585097e+00,2.8512511035e+02,-3.2350465943e+04,1.2485695881e+00,-5.9171261975e+00,-1.0296925239e+03,1,8.5714288056e-02,5.0000000745e-02,5.0000000745e-02,8.5714288056e-02
1.0000000000e+17,-2.7356456619e+00,5.1686568238e+01,-3.2114371976e+04,3.6903327774e+17,1.0000000000e+17,1.6565133076e-01,3.6903327774e+17,2.6903327774e+17,2.6903327774e+17,1.4169997992e+03,2.4688834368e+17,4.1504362081e-02,2.6456379195e-03,4.4079866924e-01,0.0000000000e+00,0.0000000000e+00,-2.8316538302e+21,4.7049997786e+02,9.6210208835e+15,-7.5088900091e-01,7.9503900091e-01,-3.9664866924e-01,0.0000000000e+00,0.0000000000e+00,-9.5894866924e-01,2.4906307567e-01,-1.5013821212e+00,-1.0398836684e+03,6.3298396918e+02,1.3026933958e+03,-5.4357090074e-03,-8.4603951260e-03,1.6432815118e-01,5.8477639311e+02,-1.2498854122e+03,6.9504623625e+03,-6.9048097812e+02,-1.1039519294e+04,8.9687007874e+05,-4.8728368252e-01,-7.7907687324e+00,6.3293583538e+02,-1.6328370756e+00,1.1440206068e+01,1.3026421377e+03,-7.6824984408e+02,5.3826169548e+03,6.1289312579e+05,2.4605397420e+01,3.9339499300e+02,-3.1960105232e+04,1.3015336111e+00,-9.1189824980e+00,-1.0383353923e+03,1,8.8571429253e-02,5.0000000745e-02,5.0000000745e-02,8.8571429253e-02
1.0000000000e+17,-3.1430183862e+01,4.5871762662e+01,-3.2044419174e+04,3.4796405866e+17,1.0000000000e+17,1.6763717600e-01,3.4796405866e+17,2.4796405866e+17,2.4796405866e+17,1.4169997992e+03,2.2742477496e+17,4.1323523375e-02,2.8264766250e-03,4.3881282400e-01,0.0000000000e+00,0.0000000000e+00,-3.0357624597e+21,4.7049997786e+02,1.0556753046e+16,-7.5126118416e-01,7.9541118416e-01,-3.9466282400e-01,0.0000000000e+00,0.0000000000e+00,-9.5696282400e-01,1.0093177942e+00,-1.3738560266e+00,-1.0410042669e+03,6.3297491316e+02,1.3026779768e+03,-6.1448984329e-03,-9.3483535339e-03,1.7272515680e-01,-1.1979205223e+03,5.9672201929e+02,6.9504623625e+03,-7.9591648792e+03,5.9983254441e+03,8.9687007874e+05,-5.6169124059e+00,4.2331160509e+00,6.3293583538e+02,7.5891873636e+00,-5.9813410873e+00,1.3026421377e+03,3.5707126546e+03,-2.8142209816e+03,6.1289312579e+05,2.7092808588e+02,-2.0418157630e+02,-3.0529244890e+04,-6.3430393483e+00,4.9992021615e+00,-1.0887477065e+03,1,9.1428570449e-02,5.0000000745e-02,5.0000000745e-02,9.1428570449e-02
1.0000000000e+17,-4.9626444303e+01,4.0466998812e+01,-3.1982953821e+04,3.2715500046e+17,1.0000000000e+17,1.6967325131e-01,3.2715500046e+17,2.2715500046e+17,2.2715500046e+17,1.4169997992e+03,2.0818680987e+17,4.1135578071e-02,3.0144219294e-03,4.3677674869e-01,0.0000000000e+00,0.0000000000e+00,-3.2425791573e+21,4.7049997786e+02,1.1551363955e+16,-7.5162050548e-01,7.9577050548e-01,-3.9262674869e-01,0.0000000000e+00,0.0000000000e+00,-9.5492674869e-01,1.4912960258e+00,-1.2440603709e+00,-1.0416911584e+03,7.6561049827e+02,1.0625652707e+03,-5.2850713070e-03,-1.1749939080e-02,1.2695382343e-01,-6.9230647358e+02,3.1000462743e+02,7.8880947151e+03,-5.5249679663e+03,4.8211290115e+03,1.0848452947e+06,-3.8990599621e+00,3.4023493377e+00,7.6559300964e+02,3.8155443503e+00,-3.8180934040e+00,1.0625515603e+03,1.7952136168e+03,-1.7964129466e+03,4.9993050910e+05,1.5774196488e+02,-1.3764683666e+02,-3.0973143992e+04,-3.8473162851e+00,3.8498865648e+00,-1.0713993984e+03,1,9.4285711646e-02,5.0000000745e-02,5.0000000745e-02,9.4285711646e-02
